,Page,adsId,content,likes,shares,comments,createdTime
65,Viện Thẩm Mỹ Lavender,887334961357859_576654639512485,"👗👗 [TRỰC TIẾP] CHỊ KHÁCH TỪNG NẶNG HƠN 60 KÍ VÀ HÌNH ẢNH HIỆN TẠI DIỆN VỪA ĐỒ TẬP SIZE S
🍃 Chị Ngọc Anh từng phải mặc đồ tập size XL đã xuống 8 kí diện vừa đồ size S...

🔥 Giảm 3 size đồ với ƯU ĐÃI tới 40% 👉 INB/GỌI ngay 📞 0967 11 9999
______
💥 NGHE KINH NGHIỆM XUỐNG CÂN CẤP TỐC CỦA CHỊ KHÁCH XUỐNG GẦN CHỤC KÍ, GIẢM 3 SIZE ĐỒ

√ Chị Ngọc Anh bị tích mỡ toàn thân, đặc biệt là vùng bụng, đùi, bắp tay

√ Sau 2 buổi đã tự tin diện đồ tập size S, khoe vòng 2 thon gọn
_______
💥 GIẢM 3 SIZE ĐỒ NHỜ CONTRI PLUS

✔️ Thổi bay 6-8kg cân nặng, 8-10cm vòng bụng, eo, bắp đùi, bắp tay...

✔️ Xuống cân từng ngày, 2 buổi hết ngay mỡ thừa

✔️ Chặn đứng nguy cơ tích mỡ trở lại, ăn uống thả phanh vẫn không hồi cân, phá dáng

✔️ Công thức giảm cân hồi dáng của loạt sao Việt như Ngọc Trinh, Hoa Hậu Đỗ Mỹ Linh, diễn viên Dương Cẩm Lynh...

🌟 Duy nhất Lavender CAM KẾT HOÀN TIỀN NẾU KHÔNG HIỆU QUẢ

🔥Giảm vài size đồ mặc gì cũng đẹp với ƯU ĐÃI tới 40% 👉 Gọi 📞 0967 11 9999!
=======
Viện Thẩm Mỹ Lavender
Hà Nội: 19 Điện Biên Phủ - Q. Ba Đình
HCM: 33-35 Bà Huyện Thanh Quan - Phường 6 - Quận 3",1525.0,37.0,302.0,2019-04-03T09:35:17+0000
66,Viện Thẩm Mỹ Lavender,887334961357859_2238840819540593,"🌟CẢ XÓM RỦ NHAU ĐẾN LAVENDER TRỊ NÁM VÀ KẾT QUẢ HIỆN TẠI
🐝Cô Phượng Ánh, Bích Thuận, Nga Nguyễn sống tại khu tập thể Trần Hưng Đạo (Hà Nội) cùng nhau thoát nám chỉ sau vài buổi làm Mela Extra

🔔 ƯU ĐÃI chào Hè tới 50% 👉 CMT/ INB hoặc GỌI 📞 0967 11 9999
--------------
💠 CẢ XÓM RỦ NHAU THOÁT NÁM TRƯỚC HÈ

+ Cô Phượng Ánh “thử nghiệm” trước liệu trình trị nám Mela Extra, đến buổi 5, da sạch hết nám, sáng hồng

+ Cô Bích Thuận và cô Nga Nguyễn thấy bạn mình hết nám rủ nhau đến làm và đã lấy lại làn da sạch nám, trẻ trung ngay sau vài buổi
-----------------
💠 NÁM CỠ NÀO CŨNG SẠCH HOÀN TOÀN VỚI MELA EXTRA

✔️ Đầu tip chuyên biệt có số xung ngắn, nguồn năng lượng cao

✔️ Chuyên gia nhiều năm kinh nghiệm trực tiếp tư vấn và lên phác đồ trị nám khoa học

✔️ Nhẹ nhàng, an toàn, không đau rát

✔️ Hạn chế hình thành melanin từ gốc - ngừa tái phát

👉Thử ngay Mela Extra để thoát nám ngay hôm nay với ƯU ĐÃI tới 50%. Gọi Hotline 📞0967 11 9999
=========
Viện Thẩm Mỹ Lavender
Hà Nội: 19 Điện Biên Phủ - Q. Ba Đình
HCM: 33-35 Bà Huyện Thanh Quan - Phường 6 - Quận 3",355.0,29.0,74.0,2019-04-19T01:47:24+0000
67,Viện Thẩm Mỹ Lavender,887334961357859_585662178586832,"☄️ [TRỰC TIẾP] ĐỒNG NGHIỆP 'THÁCH' GIẢM 3 KÍ ĐƯỢC 1 TRIỆU CHỊ KHÁCH XUỐNG LIỀN 7 KÍ 
️🎯 Nhận lời 'thách' của đồng nghiệp, chị Ngọc Bích tới Lavender và xuống liền 7 kí...

🔔 Xuống cân cấp tốc với ƯU ĐÃI tới 50% 👉 INB/GỌI 📞 0967 11 9999
______
💃 XUỐNG MỘT LÈO GẦN 7 KÍ CHỊ KHÁCH TỰ TIN MẶC ĐỒ KHOE EO

+ Đi làm lại sau kỳ nghỉ sinh thấy rõ phần bụng sồ sề, chị Ngọc Bích bị đồng nghiệp 'thách' giảm 3 kí được 1 triệu

+ Xuống một lèo tổng gần 7 kí, lộ eo thon không chút mỡ thừa
______
💃 XUỐNG CÂN NHANH KHÔNG MẤT SỨC NHỜ CONTRI PLUS

✔️ Thổi bay 6-8kg cân nặng, 8-10cm vòng bụng, eo, bắp đùi, bắp tay...

✔️ Xuống cân từng ngày, 2 buổi hết ngay mỡ thừa

✔️ Chặn đứng nguy cơ tích mỡ trở lại, ăn uống thả phanh vẫn không hồi cân, phá dáng

✔️ Công thức giảm cân hồi dáng của loạt sao Việt như Ngọc Trinh, Hoa Hậu Đỗ Mỹ Linh, diễn viên Dương Cẩm Lynh...

🌟 Duy nhất Lavender CAM KẾT HOÀN TIỀN NẾU KHÔNG HIỆU QUẢ

🔥 Hồi dáng nhanh gọn với ƯU ĐÃI tới 50% 👉 Gọi 📞 0967 11 9999!
=======
Viện Thẩm Mỹ Lavender
Hà Nội: 19 Điện Biên Phủ - Q. Ba Đình
HCM: 33-35 Bà Huyện Thanh Quan - Phường 6 - Quận 3",504.0,16.0,294.0,2019-04-17T04:11:45+0000
68,Viện Thẩm Mỹ Lavender,887334961357859_379266546010915,"⚜️ [TRỰC TIẾP] GHÉ NHÀ CÔ KHÁCH TRỊ SẠCH NÁM RỦ CẢ XÓM ĐI LÀM MELA EXTRA
💦 Cô Phượng Ánh gần hết nám sau 6 buổi rủ cả xóm đi trị nám Mela Extra và hiệu quả bất ngờ chỉ sau vài buổi...

🔔 Sạch nám da mọi cấp độ với ƯU ĐÃI tới 50% 👉 INB/GỌI ngay 📞 0967 11 9999!
-----------------------
🌻 LOẠT KH TỪNG BỊ NÁM NẶNG RỦ NHAU ĐI TRỊ NÁM VÀ KẾT QUẢ SAU VÀI BUỔI MELA EXTRA

🔸 Cô Phượng Ánh: ""Trước đây da cô 2 bên gò má nám mảng đen kịt. Qua 6 buổi Mela Extra nám của cô sạch gần hết, trẻ ra vài tuổi, cô rất hài lòng nên chia sẻ ngay với mấy cô hàng xóm.""

🔸 Cô Bích Thuận: ""Cô Ánh giới thiệu cho cô đi trị nám. Trước đây cô cứ tưởng nám của cô không chữa khỏi được nữa. Thế mà hết 3 buổi nám cải thiện hẳn, da sáng mịn hơn.""

🔸 Cô Hằng Nga: ""Cô bị nám bẩm sinh, càng ngày nám càng lan rộng. Thấy 2 cô bạn đi trị nám ở Lavender hiệu quả quá, sắp tới cô cũng định đi làm luôn!"" 
-------------------------
💠 SẠCH NÁM MỌI CẤP ĐỘ, DA SÁNG MỊN VỚI MELA EXTRA

✔️ Đầu tip chuyên biệt có số xung ngắn, nguồn năng lượng cao

✔️ Chuyên gia nhiều năm kinh nghiệm trực tiếp tư vấn và lên phác đồ trị nám khoa học

✔️ Nhẹ nhàng, an toàn, không đau rát

✔️ Hạn chế hình thành melanin từ gốc - ngừa tái phát

👉 Sạch nám mọi cấp độ với ƯU ĐÃI tới 50%. Gọi Hotline 📞0967 11 9999
=========
Viện Thẩm Mỹ Lavender
Hà Nội: 19 Điện Biên Phủ - Q. Ba Đình
HCM: 33-35 Bà Huyện Thanh Quan - Phường 6 - Quận 3",812.0,76.0,249.0,2019-04-08T04:19:48+0000
69,Bệnh viện thẩm mỹ Kangnam,359285057508884_2636818422999359,"🎉TRỊ SẠCH TÀN NHANG – ĐẠI LỄ SALE “KHỦNG”, OFF 30%
📛09 Ngày vàng (24/4 - 2/5) ⏩Đăng ký ngay ưu đãi: https://goo.gl/UjHB13
🎉LASER PICOSURE - Trị tàn nhang tận gốc, không tái phát 
- Không đau rát, không sẹo thâm
- Trẻ hóa da, da đều màu căng mịn 
⏩ Inbox ngay tại m.me/Thammykangnam
hoặc gọi ☎️ 02473 088 885 để biết thông tin chi tiết!",141.0,10.0,61.0,2019-03-30T02:28:22+0000
70,Bệnh viện thẩm mỹ Kangnam,359285057508884_339766336680468,"📛 Nụ cười trở lại sau hơn 20 năm SỤP MÍ BẨM SINH 🌺
🔻 Cắt mí: 9 triệu ► 6,3 TR ➡️ Nhận ngay KM tại: http://bit.ly/2U8ynd7
----
💥 Biến hóa hoàn hảo với COMBO Chỉnh hình sụp mí + Tạo nếp mí ⚡ 
✦ Mắt sụp mí >> Cản trở sinh hoạt - Lấy đi sự tự tin
✦ Hiện tại, với nếp mí mới - đôi mắt mới
⏩ KH đã sở hữu diện mạo tươi trẻ hơn và ""Lột Xác"" đầy tự tin
_______________
🔥 CHỈ 6,3 TRIỆU cho Cắt mí Plasma (Giá gốc: 9 triệu)
🔴 50 suất Ưu đãi⚡ Chỉ 9 ngày: 24/04 - 02/05
⏩ Click link để nhận KM 30%: http://bit.ly/2U8ynd7
➡️ Inbox ngay - Nhận tư vấn từ bác sĩ Hiệp hội Thẩm mỹ Hàn Quốc!

#catmiplasma
#benhvienthammykangnam",119.0,5.0,95.0,2019-04-21T07:28:10+0000
71,Bệnh viện thẩm mỹ Kangnam,359285057508884_855428254849563,"🌺 Sau PHUN MÀY TÁN BỘT - Mặt SẮC NÉT khó tin 💥
📍GIẢM 30% ️➡ Nhận ngay KM tại: https://goo.gl/UjHB13
✦ Khắc phục: Lông mày thưa - nhạt - khuyết đuôi mày
✦ Hiệu ứng Ombre cho lông mày đậm nhạt tự nhiên 
✦ Mực xăm cao cấp Hàn Quốc - Không phai xanh đỏ
🎗️ CAM KẾT:
▪️ Bong vảy sau 3 ngày - Lên màu chuẩn
▪️ Dụng cụ phun xăm cá nhân, AN TOÀN tuyệt đối
_______________
🔥 OFF 30% phun xăm ➡ Nhanh tay giữ KM tại: https://goo.gl/UjHB13
🔻 Phun tán bột Hàn Quốc: 2,5 triệu  ► 1,75 TRIỆU
🔻 Phun môi khử thâm: 6 triệu ► 4,2 TRIỆU
➡️ Bình luận, nhắn tin ngay để được chuyên viên tư vấn MIỄN PHÍ!

#uudaikangnam 
#benhvienthammykangnam",383.0,18.0,145.0,2019-03-01T09:48:49+0000
72,Bệnh viện thẩm mỹ Kangnam,359285057508884_823683557982346,"🌺 Điêu khắc mày 3D + Phun mí 💥 Mặt SẮC NÉT trông thấy
📍 Từ mày thưa, lộn xộn >> Thành mày cong thanh tú 
➡  Xem ngay sự thay đổi để thấy giá trị của hàng lông mày
️🥇 Tại sao ngày càng nhiều người chọn Điêu khắc lông mày 3D⁉️ 
▪️ Thêm sợi vào phần lông mày thật bị thiếu hụt / thưa / nhạt
▪️ Vẫn giữ được được vẻ đẹp tự nhiên cho khuôn mặt
▪️ Hiệu ứng 3D - Đẹp từ mọi góc nhìn
_______________
🔥 #OFF_30% - DUY NHẤT 50 suất Ưu đãi‼️
🔻 Điêu khắc lông mày 3D: 3,5 triệu ► 2,45 TRIỆU
➡ Nhanh tay giữ KM tại: https://goo.gl/UjHB13
➡️ Bình luận, nhắn tin ngay để được chuyên viên tư vấn MIỄN PHÍ!

#uudaikangnam 
#benhvienthammykangnam",72.0,5.0,63.0,2019-04-04T03:30:35+0000
73,Bệnh viện thẩm mỹ Kangnam,359285057508884_1849154388521936,"🏆 Chiêm ngưỡng ngay màn ""TRẺ HÓA NGOẠN MỤC"" sau 10 ngày CẤY MỠ NANOFAT!🔥
🆘Giảm 15% chi phí cấy mỡ 1 vùng
🆘Giảm 40% chi phí cấy mỡ 2 vùng
❗️ [Từ 24/04 - 02/05] ❗️ #Bình_luận/ nhắn tin để nhận ưu đãi hoặc được chuyên gia tư vấn chi tiết

🏅Cấy mỡ mặt NanoFat - Loại bỏ má hóp, mặt hốc hác
🔸Làm đầy thể tích còn thiếu bằng mỡ tự thân 
🔸Mặt baby đầy đặn, da mềm mại, tươi trẻ
❌30 phút ❌Không phẫu thuật

👉Hồi xuân ngoạn mục cho gương mặt già nua
➡️Bình luận/ nhắn tin hoặc gọi ngay 02473.088.885 để được chuyên gia tư vấn chi tiết!

#benhvienthammykangnam
#trehoada
#caymonanofat",329.0,19.0,104.0,2019-02-22T08:09:52+0000
74,Bệnh viện thẩm mỹ Kangnam,359285057508884_1895474997223208,"❓NÂNG MŨI KANGNAM: XẤU KIỂU NÀO - NÂNG KIỂU ĐÓ
💢7 ngày cao sang, tự nhiên
❓Mũi tẹt - hếch - gồ - lệch hay mũi biến dạng? 
❓Chọn cấu trúc 4D hay bán cấu trúc? 
Để lại vấn đề của bạn, Kangnam sẽ tư vấn phương pháp tối ưu nhất với chi phí hợp lý nhất!'",1630.0,60.0,378.0,2019-03-28T08:02:42+0000
75,Bệnh viện thẩm mỹ Kangnam,359285057508884_1935900663180641,"🆘GIẢM TỚI 40%📣Ưu đãi Mừng Đại Lễ [24/04 - 02/05]
💌 Đăng ký nhận ưu đãi: http://bit.ly/2TS83Pe

◾️ Làm đầy nhanh chóng: má, thái dương, nếp nhăn, bàn tay
◾️ Sử dụng 100% mỡ tự thân, tương thích cao với cơ thể
◾️ Siêu trẻ hóa - Sở hữu da căng mịn, tươi trẻ

☄️OFF 15% - Cấy mỡ 1 vùng
☄️OFF 40% - Cấy mỡ 2 vùng 50 triệu CÒN 30 TRIỆU
📝Gửi lại SĐT nhận ưu đãi và được tư vấn thông tin chi tiết
#caymonanofat
#benhvienthammykangnam",59.0,7.0,34.0,2019-04-24T10:00:01+0000
76,Bệnh viện thẩm mỹ Kangnam,359285057508884_1756486121122097,"💃 Hành trình giải cứu MŨI HỎNG  
👃Qua 2 lần thẩm mỹ mũi thất bại, Mũi biến chứng, đầu mũi Co rút, Hếch, Lệch vách ngăn....
👉 Nâng mũi cấu trúc 4D đã giúp cô ấy lấy lại sự tin, Theo dõi ngay!",10772.0,550.0,1667.0,2018-12-18T02:23:02+0000
77,Bệnh viện thẩm mỹ Kangnam,359285057508884_1929809867123054,"🔴 Họ đã ""LỘT XÁC"" ngoạn mục chỉ nhờ #Cắt_mí_Plasma 💥
⏩ Giờ đến lượt bạn‼️
⚡ Cắt mí Kangnam | Mí sắc nét - Mắt tươi trẻ ⚡
✦ Khắc phục mọi vấn đề mắt: 1 mí - mí lệch - da chùng - sụp mí
✦ Thiết kế tỉ lệ mí phù hợp với khuôn mặt
✦ 30P thực hiện - 7 ngày mắt đẹp tự nhiên
✦ Thực hiện bởi bác sĩ Hiệp hội Thẩm mỹ Hàn Quốc
📍 Nếp mí đẹp dài lâu - Bảo hành 10 NĂM
-------
➡️ INBOX ngay để được tư vấn phương pháp và tỉ lệ mí phù hợp nhất với bạn!

#catmiplasma
#benhvienthammykangnam",309.0,19.0,73.0,2019-04-20T09:30:00+0000
78,Bệnh viện thẩm mỹ Kangnam,359285057508884_1751536044950438,"🏆 Chỉ 18.75 TR - Nâng mũi bán cấu trúc 4D - CHI PHÍ TỐI THIỂU - CHỈNH SỬA TỐI ĐA 
✔ Công nghệ nâng mũi MỚI NHẤT - Xu hướng nâng mũi 2019
➖ Khắc phục triệt để tình trạng mũi thấp, tẹt, ngắn, hếch...
➖ Dựng đầu mũi, trụ mũi bằng sụn tự thân
➖ Tạo dáng S-line sang chảnh/ L-line cá tính
➖ Cam kết bảo hành vĩnh viễn
💎 Sở hữu mũi cao sang chảnh chỉ với 18.75 TRIỆU ĐỒNG
💎 Nâng mũi bán cấu trúc 4D - Đã có 1260 KH đăng ký dịch vụ mới - Đến lượt bạn!",6282.0,632.0,1000.0,2018-12-14T08:56:17+0000
79,Bệnh viện thẩm mỹ Kangnam,359285057508884_1917930958310945,"💥 𝗛𝗢𝗧 𝗛𝗢𝗧 | Trị mụn 𝗡𝗔𝗡𝗢 𝗦𝗞𝗜𝗡 CHỈ từ 𝟲𝟬𝟬𝗞/buổi
➤ Ưu đãi dành cho 𝟱𝟬 đăng ký nhanh nhất tại: https://goo.gl/UjHB13
☄️ Trị mụn 𝗖𝗡 𝗡𝗔𝗡𝗢 𝗦𝗞𝗜𝗡
🔹 ""Diệt tận gốc"" TẤT TẦN TẬT các loại mụn cũ, mụn mới: bọc, trứng cá, đầu đen, mụn ẩn...
🔹 Khắc phục thâm sẹo - Se lỗ chân lông - Làm sáng da
🔹 Đẩy nhanh quá trình hồi phục gấp 3 LẦN 
🔹 Công nghệ được chứng nhận bởi FDA Hoa Kỳ
-------------------
➤ Mọi thắc mắc, vui lòng CMT/INB hoặc gọi 1900.6466 để được chuyên gia tư vấn trực tiếp!
#trimun #trimunnanoskin
#trimuntaikangnam
#uudaikangnam 
#benhvienthammykangnam",58.0,1.0,26.0,2019-04-14T01:59:00+0000
80,Bệnh viện thẩm mỹ Kangnam,359285057508884_1912135375557170,"𝟏𝟐𝟎 PHÚT - Hết Hàm hô - Răng vẩu
🎯 Đẹp tự nhiên ~ Kết quả duy trì ổn định
🌈 Vẻ rạng rỡ, hạnh phúc của khách hàng chính là niềm vui và động lực đối với các bác sĩ tại BVTM Kangnam.
------------------
💬 Mọi băn khoăn, thắc mắc xin vui lòng để lại phía dưới để được các bác sĩ tư vấn trực tiếp!
💰 Nhận ưu đãi OFF 15% Chỉnh hàm hô - răng vẩu tại: https://goo.gl/pAoCT8
#chinhhamho #chinhhamhomom
#chinhhamhorangvau
#benhvienthammykangnam",412.0,31.0,128.0,2019-04-08T08:33:27+0000
81,Bệnh viện thẩm mỹ Kangnam,359285057508884_1925188307585210,"💰 ĐỘN CẰM CHỈ từ 𝟭𝟮𝗧𝗥 - Càng để lâu càng đẹp tự nhiên!
➤ Đăng ký ngay: https://goo.gl/pAoCT8
💎 3 LÝ DO THUYẾT PHỤC HƠN 10,000 khách hàng độn cằm tại Kangnam
👉 Đội ngũ bác sĩ, chuyên gia tay nghề cao
👉 Cam kết an toàn - Nhanh chóng - Kết quả ổn định
👉 Không đau - Không sẹo - Không kiêng khem phức tạp
📌 Đặt lịch tại đây: https://goo.gl/pAoCT8 để được các bác sĩ tư vấn trực tiếp!
#doncam #doncamvline3D
#benhvienthammyKangnam",94.0,6.0,6.0,2019-04-17T11:30:01+0000
82,Bệnh viện thẩm mỹ Kangnam,359285057508884_1919211201516254,"📛 1 MÍ, MÍ LÓT, MÍ LỆCH ⚡ THAY ĐỔI thế nào sau #Cắt_mí_Plasma⁉️
⏩ Xem ngay 7 ngày ""Lột Xác"" ấn tượng của KH sau cắt mí 💥 
------
⚠️ Sao phải dành cả THANH XUÂN chỉ để KÍCH MÍ? 💢
📍 CN Cắt mí Plasma đảm bảo 5 KHÔNG: 
➤ Không đau (Kỹ thuật cắt mí đột phá - Hạn chế tối đa xâm lấn)
➤ Không sưng (Dao Plasma công nghệ cao cầm máu - Giảm sưng)
➤ Không lộ dấu hiệu thẩm mỹ 
➤ Không ảnh hưởng đến thị lực
➤ Không cần nghỉ dưỡng 
☄️ 30 phút thực hiện ☄️ 7 ngày đẹp tự nhiên
_______________
🔴 Bạn có đang gặp tình trạng 1 mí / mí lót / mí lệch❓
➡️ Inbox ngay hình ảnh mắt để được bác sĩ chuyên khoa mắt tư vấn MIỄN PHÍ!

#catmiplasma
#benhvienthammykangnam",835.0,27.0,208.0,2019-04-13T04:30:00+0000
83,Bệnh viện thẩm mỹ Kangnam,359285057508884_1928031430634231,"♨40 PHÚT | Thổi bay mụn thịt TẬN GỐC với Laser CO2 Fractional
❗️Mụn thịt lâu năm
❗️Mụn thịt các phân vùng: mắt, má, cổ,...
🎁OFF 30% chi phí 📥Đăng ký nhận ưu đãi tại: https://goo.gl/UjHB13

👉Năng lượng laser loại bỏ triệt để mụn thịt
👉Ủ tê trước khi thực hiện nên không đau rát
👉Liệu trình ngắn: 1-2 lần thực hiện
👉Thấy ngay kết quả, không lo tái phát

📲Gửi hình ảnh hoặc để lại câu hỏi băn khoăn để được tư vấn MIỄN PHÍ
#benhvienthammykangnam",46.0,3.0,22.0,2019-04-19T09:30:00+0000
84,Bệnh viện thẩm mỹ Kangnam,359285057508884_442227402984308,"🔥LASER PICOSURE - SẠCH NÁM nhanh gấp 2 lần
🎉 ĐẠI LỄ LÀM ĐẸP [OFF 30%], 09 ngày vàng (24/4 -2/5)
 ⏩Đăng ký ngay ưu đãi: https://goo.gl/UjHB13
🔥LASER PICOSURE - Giải pháp trị hắc sắc tố 2 in 1
🔹Trị tận gốc: Phá hủy hắc sắc tố, diệt sạch Nám mảng - Nám sâu - Nám hỗn hợp
🔹Trẻ hóa da: Làm đầy rãnh nhăn, vết chân chim
🔹Không đau rát , không sẹo
🔥Bình luận/Inbox tại m.me/Thammykangnam
hoặc gọi ☎️ 02473 088 885 để biết thông tin chi tiết!",247.0,15.0,102.0,2019-03-18T04:57:30+0000
85,Bệnh viện thẩm mỹ Kangnam,359285057508884_433683977188937,"📣 Mừng Đại Lễ 💥 Cơ hội ""Lột Xác"" 0 ĐỒNG
📌 Từ 24/04 - 02/05‼️ 4 suất PTTM miễn phí từ KangNam
📌 OFF 50% cho KH có sinh nhật 30/4 và 1/5 (Nâng mũi / Cắt mí / Bấm mí)
⏩ INBOX NGAY⚡",22.0,,2.0,2019-04-26T07:34:05+0000
86,Bệnh viện thẩm mỹ Kangnam,359285057508884_1932573533513354,"️⁉TẠO HÌNH MÔI TIÊM FILLER HAY PHẪU THUẬT?
⚠️Phương pháp nào phù hợp với bạn?⏭ Theo dõi video để biết chi tiết
♻️Tạo hình môi Kangnam - 📌Cam kết
📌 ""Xóa sổ"" mọi khuyết điểm môi: Môi lệch, môi dày, môi mỏng, môi có sẹo...
📌An toàn - Không đau - Không sẹo
👉Comment/ Inbox khuyết điểm môi, bác sĩ tư vấn.",103.0,5.0,66.0,2019-04-22T02:34:39+0000
87,Bệnh viện thẩm mỹ Kangnam,359285057508884_406978360137686,"⛔ Mắt ĐÃ BẤM MÍ và CHƯA BẤM MÍ⚡️ Khác biệt khó tin 💥 
⏩ Xem ngay quá trình Bấm mí Multi-Point 
🔹 Chưa bấm: 1 mí lờ đờ >> Làm tổng thể khuôn mặt kém tươi tắn
🔹 Đã bấm: Mí sắc nét >> Mắt to tròn hơn - Long lanh hơn
➤ 30 phút Bấm mí: Hoàn toàn không đau - Ít sưng
➤ Thấy ngay kết quả ngay sau khi thực hiện
_______________
📛 Bạn có đang gặp tình trạng 1 mí / mí lót / mí lệch⁉️
➡ Bình luận / Inbox ngay - Nhận tư vấn chuyên sâu từ bác sĩ chuyên khoa!

#bammimultipoint
#benhvienthammykangnam",169.0,17.0,149.0,2019-04-21T02:34:03+0000
88,Bệnh viện thẩm mỹ Kangnam,359285057508884_2370589456558441,"💥XÓA XĂM PICOSURE ""nhanh chóng"" như thế nào? 
💥Cận cảnh | Quá trình thổi bay hình xăm bằng LASER PICOSURE 
⏬GIẢM NGAY 25% ➡️ Đăng ký tại 👉https://goo.gl/pAoCT8

💢LASER PICOSURE - CÔNG NGHỆ XÓA XĂM VƯỢT TRỘI
☑Xóa xăm trên mọi vùng cơ thể 
☑Xóa mọi hình xăm - trên 10 màu mực
☑An toàn - Không đau - Không xâm lấn 
☑Không để lại thâm, sẹo, biến chứng

⏬GIẢM NGAY 25% khi đăng ký 4 lần trở lên ➡️ Đăng ký tại 👉https://goo.gl/pAoCT8
➡️Bình_luận/ nhắn tin hoặc gọi 02473088885 để được tư vấn chi tiết tình trạng hình xăm! 

#xoaxam #laserpicosure
#benhvienthammykangnam",149.0,8.0,64.0,2019-04-03T02:53:16+0000
89,Bệnh viện thẩm mỹ Kangnam,359285057508884_367748120744537,"💥[ĐẠI LỄ] NÂNG MŨI CẤU TRÚC 4D - Nâng sống mũi - Nâng tầm nhan sắc 
🎁OFF 30% | 9 ngày siêu ưu đãi [24/04-02/05] 🔜 Nhận KM tại: http://bit.ly/2U8yZPX

🏆Nâng mũi cấu trúc 4D - Giải pháp tối ưu khuyết điểm mũi
➖ Tái cấu trúc mũi toàn diện 
➖ Mũi thon gọn - Đẹp mọi góc nhìn
➖ Ít sưng, Hồi phục nhanh sau 7 ngày
➖ Cam kết bảo hành vĩnh viễn
➖ >> 20.000 khách hàng thành công

✅GIẢM NGAY 30% không do dự - 🔜 Nhận KM tại: http://bit.ly/2U8yZPX
➡️Comment hoặc liên hệ HOTLINE 02473 088 885 để được chuyên viên tư vấn chi tiết!

#benhvienthammyKangnam
#nangmuicautruc4D",114.0,6.0,66.0,2019-03-11T02:16:13+0000
90,Bệnh viện thẩm mỹ Kangnam,359285057508884_984104768465683,"[ ĐẠI LỄ - LỘT XÁC] - XÓA SẠCH TÀN NHANG với CN Laser Picosure
🎁OFF 30%, 09 NGÀY VÀNG (24/4-2/5) ⏭  Nhận ưu đãi tại: https://goo.gl/UjHB13
🔥LASER PICOSURE - Điều trị tàn nhang tận gốc 
🔹Phá hủy tận gốc toàn bộ hắc sắc tố 
🔹Trẻ hóa da: làm đầy rãnh nhăn, vết chân chim
🔹Không đau, không sẹo
🔹Rút ngắn thời gian điều trị đến 2 lần
➡️#Bình_luận / nhắn tin ngay tại m.me/Thammykangnam 
hoặc gọi ☎️ 02473 088 885 để được tư vấn chi tiết tình trạng da!",181.0,11.0,104.0,2019-04-01T02:14:08+0000
91,Bệnh viện thẩm mỹ Kangnam,359285057508884_1929403757163665,"🔴 ""SIÊU PHẨM"" Bấm mí Multi-Point 💥 Đẹp khó tin sau 30 PHÚT ⚡️
🔻 Đôi mắt 1 mí lờ đờ khiến tổng thể khuôn mặt mờ nhạt 
✦ Chỉ cần nếp mí thay đổi - Ánh nhìn đã có hồn hơn 
✦ Nhan sắc thay đổi hoàn toàn
⏩ Cận cảnh kết quả khách hàng Bấm mí Multi-Point 
_______________
📛 Bạn muốn sở hữu MẮT ĐẸP như cô ấy⁉️
➡ Bình luận / Inbox ngay - Nhận tư vấn chuyên sâu từ bác sĩ chuyên khoa!

#bammimultipoint
#benhvienthammykangnam",127.0,12.0,89.0,2019-04-20T04:00:01+0000
92,Bệnh viện thẩm mỹ Kangnam,359285057508884_644075759347044,"🌺 MÔI - MÀY đẹp không tì vết với COMBO Phun môi khử thâm + Phun mày tán bột
📍 Đẹp tự nhiên NHƯNG không tự nhiên mà đẹp!!!
✦ Môi hồng mọng, căng bóng - Mày thanh tú 
✦ Mặt sắc nét hơn trông thấy💥
❌  Không còn sợ son dính trên thành cốc
❌ Không lo việc kẻ vẽ lông mày lúc trời mưa - khi đi biến
_______________
🔥 #OFF_30% - DUY NHẤT 50 suất Ưu đãi‼️ 
🔻 Phun tán bột Hàn Quốc: 2,5 triệu ► 1,75 TRIỆU
🔻 Phun môi khử thâm: 6 triệu ► 4,2 TRIỆU
➡ Nhanh tay giữ KM tại: https://goo.gl/UjHB13
➡️ Bình luận, nhắn tin ngay để được chuyên viên tư vấn MIỄN PHÍ!

#uudaikangnam 
#benhvienthammykangnam",184.0,7.0,40.0,2019-04-07T04:28:09+0000
93,Bệnh viện thẩm mỹ Kangnam,359285057508884_1937367209700653,"✴️[ĐẠI LỄ - ƯU ĐÃI KHỦNG] MŨI CAO SANG chỉ từ 17.5Tr
👉Xem chi tiết!Click xem ngay!
❌9 ngày: 24/04 - 02/05
----
🔻OFF 30% - Chỉ từ 17.5Tr
🔻OFF 50% cho người sinh ngày 30/04, 01/05
🔻Cơ hội nhận Nâng mũi MIỄN PHÍ",66.0,,2.0,2019-04-25T09:34:16+0000
